entity,n-revs
drivers/scsi/sym53c8xx_2/sym_fw2.h,17
arch/arm/configs/spear3xx_defconfig,17
drivers/input/misc/e3x0-button.c,17
arch/arm/boot/dts/microchip/sama5d35.dtsi,17
tools/crypto/ccp/.gitignore,17
arch/arm64/boot/dts/broadcom/bcmbca/Makefile,17
arch/loongarch/include/asm/serial.h,17
"Documentation/devicetree/bindings/serial/nvidia,tegra20-hsuart.yaml",17
drivers/rtc/rtc-msc313.c,17
drivers/net/wireless/broadcom/brcm80211/brcmfmac/feature.c,17
net/batman-adv/bitarray.c,17
arch/microblaze/lib/modsi3.S,17
tools/perf/pmu-events/arch/arm64/freescale/imx8mm/sys/metrics.json,17
Documentation/ABI/testing/sysfs-driver-panfrost-profiling,17
tools/testing/selftests/net/vrf_strict_mode_test.sh,17
drivers/media/platform/verisilicon/hantro_g2_hevc_dec.c,17
drivers/net/wireless/ath/wcn36xx/testmode_i.h,17
sound/soc/sof/mediatek/mt8186/mt8186-loader.c,17
arch/openrisc/boot/dts/or1ksim.dts,17
drivers/gpu/drm/amd/display/dc/dml/dcn314/display_mode_vba_314.h,17
arch/riscv/include/asm/cacheflush.h,17
arch/sparc/lib/strncmp_32.S,17
Documentation/devicetree/bindings/clock/imx35-clock.yaml,17
arch/x86/xen/Makefile,17
lib/generic-radix-tree.c,17
drivers/hid/hid-appleir.c,17
drivers/media/usb/dvb-usb/cinergyT2-fe.c,17
Documentation/translations/zh_CN/core-api/idr.rst,17
arch/m68k/kernel/uboot.c,17
"Documentation/devicetree/bindings/spi/socionext,synquacer-spi.yaml",17
"Documentation/devicetree/bindings/iio/temperature/maxim,max31865.yaml",17
drivers/staging/greybus/authentication.c,17
drivers/thermal/qcom/Makefile,17
include/asm-generic/bitops/fls64.h,17
drivers/acpi/utils.c,17
arch/powerpc/boot/dts/fsl/p1020mbg-pc_36b.dts,17
drivers/pci/hotplug/shpchp_hpc.c,17
"Documentation/devicetree/bindings/interrupt-controller/brcm,l2-intc.yaml",17
sound/soc/codecs/cs4349.h,17
drivers/iommu/omap-iommu-debug.c,17
drivers/misc/ibmasm/uart.c,17
drivers/gpu/drm/exynos/regs-decon7.h,17
drivers/usb/common/common.c,17
"Documentation/devicetree/bindings/soc/fsl/cpm_qe/fsl,qe-si.yaml",17
drivers/net/ethernet/marvell/octeontx2/nic/Makefile,17
tools/testing/selftests/livepatch/config,17
sound/pci/aw2/aw2-tsl.c,17
drivers/video/fbdev/core/Makefile,17
drivers/char/tpm/tpm-dev.c,17
include/linux/blk-mq-pci.h,17
arch/m68k/include/asm/m54xxacr.h,17
arch/powerpc/crypto/sha1-spe-glue.c,17
tools/testing/selftests/bpf/progs/get_func_ip_uprobe_test.c,17
drivers/media/dvb-frontends/au8522_decoder.c,17
drivers/crypto/allwinner/sun8i-ce/Makefile,17
arch/m68k/mvme16x/Makefile,17
arch/powerpc/boot/dts/kuroboxHD.dts,17
drivers/media/cec/i2c/Makefile,17
drivers/gpu/drm/nouveau/nvkm/falcon/qmgr.h,17
tools/testing/selftests/bpf/progs/test_core_reloc_type_based.c,17
drivers/net/can/rockchip/rockchip_canfd-timestamp.c,17
drivers/net/ethernet/chelsio/libcxgb/libcxgb_ppm.h,17
arch/x86/um/vdso/um_vdso.c,17
lib/zlib_dfltcc/dfltcc_util.h,17
drivers/iio/light/st_uvis25.h,17
drivers/gpu/drm/amd/display/dc/dce/dce_aux.h,17
drivers/block/drbd/drbd_debugfs.c,17
arch/arm/boot/dts/nvidia/tegra30-asus-lvds-display.dtsi,17
drivers/bus/bt1-apb.c,17
"Documentation/devicetree/bindings/media/nvidia,tegra-vde.yaml",17
sound/soc/rockchip/rk3399_gru_sound.c,17
Documentation/trace/kprobetrace.rst,17
arch/alpha/include/asm/vmalloc.h,17
Documentation/devicetree/bindings/mips/img/pistachio.txt,17
drivers/scsi/mpt3sas/mpt3sas_ctl.c,17
arch/powerpc/include/asm/fsl_lbc.h,17
include/linux/assoc_array.h,17
drivers/gpu/drm/nouveau/nvkm/engine/gr/ctxgk110.c,17
drivers/irqchip/irq-riscv-intc.c,17
tools/testing/selftests/drivers/net/mlxsw/spectrum/port_scale.sh,17
drivers/usb/isp1760/isp1760-if.c,17
drivers/i2c/busses/i2c-at91.h,17
drivers/scsi/fnic/fnic_isr.c,17
include/linux/pmbus.h,17
kernel/sched/pelt.c,17
arch/microblaze/include/asm/cacheflush.h,17
arch/arm/boot/dts/ti/omap/omap3-lilly-dbb056.dts,17
arch/sparc/kernel/entry.S,17
drivers/gpu/drm/bridge/tc358775.c,17
include/net/cfg80211.h,17
drivers/pinctrl/renesas/pfc-sh7734.c,17
include/kunit/attributes.h,17
arch/mips/include/asm/abi.h,17
include/linux/spi/ds1305.h,17
"Documentation/devicetree/bindings/phy/realtek,usb2phy.yaml",17
drivers/accel/habanalabs/include/gaudi/asic_reg/psoc_global_conf_regs.h,17
drivers/video/fbdev/i810/i810_gtf.c,17
tools/testing/ktest/examples/include/bootconfig.conf,17
sound/xen/Kconfig,17
drivers/media/tuners/tua9001_priv.h,17
drivers/usb/roles/intel-xhci-usb-role-switch.c,17
arch/powerpc/platforms/cell/spufs/spu_restore_crt0.S,17
sound/drivers/pcsp/pcsp_input.c,17
Documentation/ABI/testing/sysfs-driver-spi-intel,17
Documentation/userspace-api/media/v4l/colorspaces-defs.rst,17
arch/arm64/boot/dts/qcom/sc7180-lite.dtsi,17
drivers/ata/ata_generic.c,17
arch/arm/boot/dts/intel/socfpga/socfpga_cyclone5_mcv.dtsi,17
arch/arm64/boot/dts/nuvoton/nuvoton-common-npcm8xx.dtsi,17
drivers/iio/light/isl29125.c,17
include/media/dvb_demux.h,17
include/linux/lzo.h,17
drivers/net/wireless/silabs/wfx/data_tx.c,17
"Documentation/devicetree/bindings/interrupt-controller/renesas,irqc.yaml",17
arch/arm64/kvm/hyp/nvhe/hyp.lds.S,17
drivers/media/pci/cobalt/cobalt-alsa-pcm.h,17
drivers/firmware/efi/memmap.c,17
drivers/rtc/rtc-wm831x.c,17
Documentation/ABI/testing/sysfs-bus-pci-devices-cciss,17
arch/arm64/boot/dts/mediatek/mt6795.dtsi,17
include/uapi/linux/blkzoned.h,17
arch/arm64/boot/dts/freescale/imx8mp-verdin-nonwifi.dtsi,17
arch/mips/loongson2ef/fuloong-2e/irq.c,17
include/linux/mfd/twl4030-audio.h,17
drivers/net/ethernet/mellanox/mlxsw/spectrum1_kvdl.c,17
drivers/acpi/acpica/utxfmutex.c,17
drivers/of/unittest-data/static_base_2.dts,17
drivers/md/dm-vdo/vdo.h,17
drivers/infiniband/hw/vmw_pvrdma/pvrdma_verbs.c,17
arch/sh/boards/mach-lboxre2/irq.c,17
"Documentation/devicetree/bindings/remoteproc/ti,k3-r5f-rproc.yaml",17
drivers/base/power/qos.c,17
sound/soc/codecs/wm9090.c,17
"Documentation/devicetree/bindings/mfd/brcm,misc.yaml",17
drivers/irqchip/irq-ls-extirq.c,17
drivers/vdpa/pds/aux_drv.c,17
drivers/gpu/drm/rockchip/rockchip_drm_gem.h,17
arch/arm64/boot/dts/qcom/sm7125-xiaomi-curtana.dts,17
net/netfilter/nf_tables_core.c,17
tools/perf/pmu-events/arch/x86/silvermont/counter.json,17
Documentation/sound/cards/via82xx-mixer.rst,17
arch/arm/boot/dts/marvell/kirkwood-km_fixedeth.dts,17
io_uring/rsrc.c,17
drivers/media/pci/bt8xx/dvb-bt8xx.c,17
include/media/i2c/ir-kbd-i2c.h,17
fs/squashfs/file_cache.c,17
arch/arm64/boot/dts/ti/k3-am62p-j722s-common-mcu.dtsi,17
tools/testing/selftests/bpf/progs/rcu_read_lock.c,17
arch/arm/boot/dts/nvidia/tegra114-asus-tf701t.dts,17
arch/powerpc/boot/dts/fsl/pq3-etsec1-0.dtsi,17
drivers/gpu/drm/amd/include/asic_reg/gc/gc_9_0_default.h,17
drivers/net/ethernet/stmicro/stmmac/dwmac5.c,17
arch/arm/boot/dts/ti/omap/omap3-overo-palo43.dts,17
drivers/gpu/drm/nouveau/nvkm/engine/fifo/gk104.c,17
drivers/staging/media/atomisp/pci/hive_isp_css_common/host/irq.c,17
drivers/gpu/drm/i915/intel_runtime_pm.c,17
drivers/pci/controller/pci-thunder-pem.c,17
sound/pci/emu10k1/memory.c,17
drivers/iio/adc/ingenic-adc.c,17
include/linux/mpage.h,17
drivers/net/wireless/ath/ath11k/hw.h,17
drivers/gpu/drm/tegra/plane.h,17
tools/testing/selftests/net/reuseaddr_ports_exhausted.c,17
arch/arm64/boot/dts/mediatek/mt7986a.dtsi,17
tools/perf/Makefile.config,17
drivers/media/pci/cx23885/cx23885-input.h,17
drivers/platform/x86/dell/dell-wmi-base.c,17
sound/soc/bcm/cygnus-ssp.h,17
arch/m68k/lib/umodsi3.S,17
arch/mips/include/asm/mips-r2-to-r6-emul.h,17
"Documentation/devicetree/bindings/clock/qcom,gcc-msm8916.yaml",17
drivers/net/ethernet/freescale/Kconfig,17
drivers/net/wireless/intel/ipw2x00/ipw2200.c,17
"include/dt-bindings/clock/qcom,gpucc-sc8280xp.h",17
drivers/media/rc/keymaps/rc-total-media-in-hand.c,17
arch/arm/boot/dts/st/stm32mp15xx-dkx.dtsi,17
drivers/gpu/drm/msm/dsi/phy/dsi_phy_7nm.c,17
sound/soc/codecs/pcm3168a-spi.c,17
arch/x86/kernel/fpu/legacy.h,17
tools/testing/selftests/powerpc/switch_endian/Makefile,17
arch/arm/mach-imx/mach-imxrt.c,17
drivers/s390/char/monwriter.c,17
fs/9p/v9fs.h,17
drivers/gpu/drm/amd/pm/swsmu/smu11/Makefile,17
drivers/iio/light/rohm-bu27008.c,17
arch/alpha/lib/ev6-divide.S,17
Documentation/gpu/todo.rst,17
sound/soc/samsung/spdif.c,17
arch/xtensa/include/asm/current.h,17
drivers/mfd/tc3589x.c,17
tools/include/uapi/linux/btf.h,17
"Documentation/devicetree/bindings/net/socionext,uniphier-ave4.yaml",17
drivers/clk/meson/vid-pll-div.h,17
include/linux/soc/mediatek/mtk-mutex.h,17
arch/arm/configs/mxs_defconfig,17
drivers/clk/mediatek/clk-mt8186-venc.c,17
arch/arm64/boot/dts/freescale/imx8mp-verdin-nonwifi-yavia.dts,17
fs/xfs/xfs_mru_cache.c,17
include/linux/mfd/ingenic-tcu.h,17
drivers/gpu/drm/i915/i915_gem_gtt.h,17
drivers/thermal/intel/int340x_thermal/processor_thermal_power_floor.c,17
arch/arm64/boot/dts/rockchip/rk3399pro-vmarc-som.dtsi,17
sound/soc/atmel/atmel-classd.c,17
arch/x86/power/Makefile,17
arch/arm64/boot/dts/ti/k3-j784s4-main.dtsi,17
include/linux/netfilter/nf_conntrack_proto_gre.h,17
arch/arc/boot/dts/axs103.dts,17
include/trace/events/signal.h,17
drivers/gpu/drm/nouveau/nvkm/subdev/bios/mxm.c,17
sound/soc/fsl/Makefile,17
scripts/kconfig/tests/choice/__init__.py,17
arch/powerpc/boot/dts/xpedite5200_xmon.dts,17
drivers/md/dm-cache-policy.h,17
arch/sh/kernel/crash_dump.c,17
Documentation/devicetree/bindings/soc/imx/imx8m-soc.yaml,17
drivers/usb/storage/unusual_ene_ub6250.h,17
arch/powerpc/include/uapi/asm/papr-sysparm.h,17
tools/perf/pmu-events/arch/x86/ivytown/memory.json,17
arch/arm/configs/aspeed_g5_defconfig,17
arch/arm64/kernel/suspend.c,17
arch/mips/include/asm/mach-rc32434/rb.h,17
arch/arm/boot/dts/ti/omap/dra72-evm-tps65917.dtsi,17
arch/powerpc/boot/dts/fsl/p2020ds.dts,17
drivers/gpu/drm/amd/amdgpu/amdgpu_afmt.c,17
arch/arm64/kernel/probes/simulate-insn.h,17
arch/arm/boot/dts/renesas/r7s9210.dtsi,17
drivers/misc/ocxl/sysfs.c,17
arch/hexagon/kernel/hexagon_ksyms.c,17
security/security.c,17
arch/x86/kernel/fpu/bugs.c,17
include/dt-bindings/interrupt-controller/irqc-rzg2l.h,17
fs/bcachefs/quota_types.h,17
drivers/hwmon/pmbus/inspur-ipsps.c,17
arch/m68k/include/asm/tlb.h,17
samples/bpf/trace_output.bpf.c,17
Documentation/virt/kvm/arm/hyp-abi.rst,17
drivers/net/ethernet/ibm/emac/debug.h,17
sound/parisc/harmony.c,17
drivers/iio/magnetometer/bmc150_magn_i2c.c,17
drivers/media/pci/tw5864/Makefile,17
drivers/hid/amd-sfh-hid/hid_descriptor/amd_sfh_hid_desc.h,17
drivers/staging/vc04_services/vchiq-mmal/mmal-msg.h,17
Documentation/filesystems/quota.rst,17
tools/testing/selftests/bpf/progs/pyperf50.c,17
drivers/interconnect/qcom/sm8450.c,17
Documentation/translations/it_IT/process/volatile-considered-harmful.rst,17
drivers/gpu/drm/radeon/radeon_asic.h,17
drivers/net/fddi/skfp/Makefile,17
arch/s390/include/asm/uprobes.h,17
include/uapi/linux/netfilter/xt_HMARK.h,17
drivers/hwtracing/coresight/coresight-config.h,17
drivers/pinctrl/uniphier/pinctrl-uniphier-core.c,17
drivers/gpu/drm/imagination/pvr_hwrt.h,17
arch/arm/boot/dts/nxp/imx/imx6dl-gw5912.dts,17
arch/powerpc/boot/dts/adder875-redboot.dts,17
arch/mips/pci/ops-lantiq.c,17
drivers/firmware/Kconfig,17
include/linux/io-64-nonatomic-lo-hi.h,17
Documentation/arch/mips/booting.rst,17
drivers/gpu/drm/amd/include/asic_reg/vcn/vcn_2_0_0_sh_mask.h,17
drivers/usb/gadget/function/u_printer.h,17
fs/hpfs/hpfs.h,17
arch/arm64/boot/dts/st/stm32mp25xc.dtsi,17
drivers/net/ethernet/marvell/octeontx2/nic/qos.c,17
drivers/pinctrl/mediatek/pinctrl-mt7621.c,17
tools/testing/selftests/thermal/intel/workload_hint/workload_hint_test.c,17
drivers/net/wireless/realtek/rtlwifi/rtl8192ee/dm.c,17
drivers/misc/lkdtm/stackleak.c,17
fs/hpfs/alloc.c,17
drivers/gpu/drm/amd/include/asic_reg/dcn/dcn_2_1_0_offset.h,17
drivers/staging/rtl8723bs/hal/odm_types.h,17
net/rds/ib.c,17
tools/tracing/rtla/Build,17
Documentation/devicetree/bindings/sound/ac97-bus.txt,17
arch/mips/include/asm/mach-lantiq/xway/lantiq_soc.h,17
drivers/tty/serial/tegra-tcu.c,17
drivers/gpu/drm/amd/include/asic_reg/mp/mp_13_0_5_offset.h,17
drivers/misc/sram.c,17
drivers/media/platform/samsung/exynos4-is/fimc-is-param.h,17
drivers/media/dvb-frontends/cxd2880/cxd2880_spi_device.h,17
Documentation/ABI/testing/sysfs-driver-intel-rapid-start,17
arch/arm/mach-footbridge/include/mach/irqs.h,17
drivers/scsi/iscsi_tcp.h,17
net/bpf/test_run.c,17
drivers/net/phy/open_alliance_helpers.c,17
Documentation/devicetree/bindings/soc/renesas/renesas-soc.yaml,17
drivers/media/platform/samsung/exynos4-is/fimc-is-command.h,17
arch/arm64/kvm/vgic-sys-reg-v3.c,17
Documentation/devicetree/bindings/loongarch/loongson.yaml,17
drivers/scsi/scsi_transport_sas.c,17
"Documentation/devicetree/bindings/clock/qcom,sdm845-dispcc.yaml",17
arch/arm64/include/asm/apple_m1_pmu.h,17
drivers/clk/axs10x/pll_clock.c,17
arch/riscv/lib/crc32.c,17
drivers/gpu/drm/i915/selftests/igt_live_test.c,17
drivers/usb/gadget/function/u_phonet.h,17
arch/arm/boot/dts/microchip/at91sam9x5ek.dtsi,17
drivers/scsi/ibmvscsi_tgt/libsrp.h,17
fs/xfs/libxfs/xfs_dir2_data.c,17
tools/build/tests/ex/a.c,17
drivers/power/supply/mp2629_charger.c,17
include/linux/keyboard.h,17
drivers/hid/hid-jabra.c,17
drivers/usb/phy/Makefile,17
arch/powerpc/kernel/trace/ftrace.c,17
drivers/gpio/gpio-xilinx.c,17
tools/testing/selftests/bpf/prog_tests/global_data_init.c,17
drivers/media/pci/saa7164/saa7164-buffer.c,17
Documentation/hwmon/lm85.rst,17
drivers/staging/media/atomisp/pci/ia_css_morph.h,17
arch/arm64/boot/dts/qcom/sm8250.dtsi,17
drivers/gpu/ipu-v3/ipu-smfc.c,17
include/linux/usb/func_utils.h,17
Documentation/i2c/busses/i2c-pca-isa.rst,17
scripts/atomic/atomic-tbl.sh,17
tools/testing/selftests/resctrl/resctrl.h,17
drivers/accel/habanalabs/include/gaudi/asic_reg/dma2_qm_regs.h,17
arch/arm/boot/dts/microchip/at91sam9x5.dtsi,17
drivers/block/zram/Kconfig,17
"include/dt-bindings/clock/loongson,ls1x-clk.h",17
net/key/af_key.c,17
arch/arm64/crypto/aes-glue-ce.c,17
tools/testing/selftests/bpf/test_lwt_ip_encap.sh,17
sound/firewire/digi00x/digi00x-stream.c,17
rust/kernel/build_assert.rs,17
arch/mips/include/asm/sigcontext.h,17
drivers/gpu/drm/amd/amdgpu/amdgpu_psp.h,17
arch/s390/include/asm/ebcdic.h,17
drivers/gpu/host1x/hw/syncpt_hw.c,17
drivers/media/platform/samsung/exynos4-is/fimc-is-errno.c,17
drivers/dma/idxd/defaults.c,17
drivers/staging/media/atomisp/pci/hive_isp_css_include/host/mmu_public.h,17
drivers/comedi/drivers/adv_pci1710.c,17
tools/bootconfig/samples/bad-longkey.bconf,17
arch/mips/lantiq/clk.h,17
drivers/soc/qcom/rmtfs_mem.c,17
drivers/accel/habanalabs/include/goya/asic_reg/dma_qm_4_regs.h,17
net/tipc/addr.c,17
drivers/gpu/drm/amd/display/dc/mpc/dcn32/dcn32_mpc.h,17
virt/kvm/kvm_mm.h,17
tools/testing/selftests/bpf/DENYLIST.aarch64,17
drivers/tty/serial/sh-sci.c,17
arch/arm/mm/abort-nommu.S,17
arch/arm64/boot/dts/ti/k3-am625-verdin-nonwifi-mallow.dts,17
drivers/clk/mvebu/armada_ap_cp_helper.c,17
net/netfilter/ipvs/ip_vs_app.c,17
arch/arm/boot/dts/ti/omap/am437x-sk-evm.dts,17
arch/csky/kernel/atomic.S,17
drivers/hwmon/peci/Kconfig,17
tools/power/x86/intel-speed-select/isst-daemon.c,17
drivers/soc/amlogic/meson-clk-measure.c,17
drivers/tty/serial/mvebu-uart.c,17
drivers/firewire/Makefile,17
kernel/time/tick-internal.h,17
drivers/gpu/drm/bridge/tc358764.c,17
include/linux/mtd/mtd.h,17
drivers/soc/mediatek/mt8192-mmsys.h,17
tools/testing/selftests/bpf/progs/connect_unix_prog.c,17
drivers/net/ethernet/mellanox/mlx5/core/lag/mpesw.c,17
drivers/isdn/hardware/mISDN/hfcmulti.c,17
include/linux/acpi_mdio.h,17
drivers/gpu/drm/amd/display/dc/dc_edid_parser.h,17
drivers/net/wireless/realtek/rtlwifi/rtl8192ee/phy.c,17
arch/arm/boot/dts/aspeed/aspeed-bmc-ampere-mtmitchell.dts,17
fs/btrfs/extent-tree.h,17
mm/pgtable-generic.c,17
drivers/char/ipmi/kcs_bmc_cdev_ipmi.c,17
arch/riscv/kernel/vdso/vdso.S,17
tools/net/ynl/samples/.gitignore,17
drivers/gpu/drm/nouveau/nvkm/engine/sec2/gp102.c,17
fs/xfs/libxfs/xfs_bit.h,17
fs/f2fs/iostat.h,17
arch/um/drivers/vector_user.c,17
net/ethtool/Makefile,17
drivers/clk/sprd/gate.c,17
drivers/staging/media/sunxi/Kconfig,17
arch/arm/boot/dts/broadcom/bcm94709.dts,17
drivers/soc/tegra/fuse/fuse-tegra30.c,17
include/uapi/linux/tc_act/tc_mpls.h,17
drivers/gpu/drm/nouveau/nvkm/engine/disp/chan.c,17
drivers/gpu/drm/amd/display/dc/resource/dcn20/dcn20_resource.h,17
"include/dt-bindings/clock/qcom,sm4450-gcc.h",17
tools/testing/memblock/Makefile,17
drivers/iio/light/ltr501.c,17
drivers/gpu/drm/nouveau/dispnv04/crtc.c,17
drivers/mfd/ezx-pcap.c,17
"Documentation/devicetree/bindings/hwmon/ti,tmp108.yaml",17
drivers/bus/mhi/ep/mmio.c,17
drivers/accel/habanalabs/include/gaudi/asic_reg/nic2_qm1_regs.h,17
fs/file.c,17
drivers/gpu/drm/amd/amdgpu/nbio_v7_0.h,17
tools/testing/selftests/bpf/verifier/basic.c,17
sound/soc/sof/intel/hda-stream.c,17
drivers/media/platform/samsung/Makefile,17
arch/arm64/boot/dts/ti/k3-serdes.h,17
"Documentation/devicetree/bindings/sound/socionext,uniphier-evea.yaml",17
Documentation/devicetree/bindings/mmc/owl-mmc.yaml,17
tools/perf/util/unwind-libdw.h,17
tools/testing/selftests/bpf/prog_tests/send_signal_sched_switch.c,17
drivers/clk/pistachio/clk-pll.c,17
drivers/vfio/pci/trace.h,17
include/sound/hda_register.h,17
drivers/vhost/Kconfig,17
drivers/interconnect/qcom/sm6115.c,17
arch/sh/kernel/cpu/sh4a/clock-sh7786.c,17
net/openvswitch/flow_netlink.h,17
arch/sparc/kernel/urtt_fill.S,17
sound/pci/asihpi/hpioctl.c,17
"Documentation/devicetree/bindings/pinctrl/qcom,sm6115-lpass-lpi-pinctrl.yaml",17
arch/arm/mach-hisi/platsmp.c,17
net/ax25/ax25_out.c,17
drivers/block/xen-blkback/xenbus.c,17
arch/powerpc/kvm/book3s_xive.h,17
drivers/w1/slaves/w1_ds2781.h,17
fs/jfs/jfs_dtree.c,17
arch/hexagon/include/asm/timex.h,17
drivers/net/ethernet/cavium/liquidio/cn23xx_pf_device.h,17
Documentation/ABI/testing/sysfs-class-scsi_tape,17
drivers/gpu/drm/radeon/rv730_dpm.c,17
drivers/bcma/driver_pcie2.c,17
arch/arm64/boot/dts/rockchip/rk3399-roc-pc.dtsi,17
"Documentation/devicetree/bindings/dma/socionext,uniphier-xdmac.yaml",17
arch/powerpc/math-emu/fneg.c,17
drivers/net/ethernet/sunplus/spl2sw_int.c,17
tools/testing/selftests/bpf/prog_tests/map_kptr.c,17
include/linux/static_call.h,17
include/uapi/linux/rpmsg_types.h,17
Documentation/devicetree/bindings/gpio/gpio-grgpio.txt,17
drivers/isdn/hardware/mISDN/speedfax.c,17
drivers/net/wireless/marvell/mwifiex/usb.h,17
tools/bpf/bpftool/pids.c,17
drivers/iio/temperature/tmp117.c,17
arch/mips/alchemy/devboards/db1550.c,17
"Documentation/devicetree/bindings/display/brcm,bcm2835-vec.yaml",17
drivers/platform/surface/surface_aggregator_registry.c,17
include/uapi/linux/magic.h,17
drivers/media/common/saa7146/saa7146_video.c,17
drivers/gpu/drm/xe/xe_guc_types.h,17
Documentation/driver-api/pm/devices.rst,17
arch/arm/include/asm/hardware/cache-tauros2.h,17
drivers/mtd/spi-nor/core.h,17
drivers/net/wireless/ath/ath9k/ar9565_1p1_initvals.h,17
Documentation/sound/cards/audigy-mixer.rst,17
drivers/clocksource/timer-sp.h,17
drivers/staging/greybus/spi.c,17
drivers/net/ethernet/myricom/Kconfig,17
arch/arm64/boot/dts/mediatek/mt8167-pinfunc.h,17
tools/net/sunrpc/xdrgen/templates/C/program/definition/close.j2,17
arch/x86/include/asm/msi.h,17
arch/arm/boot/dts/nxp/imx/imx7d-pico-nymph.dts,17
drivers/gpu/drm/logicvc/logicvc_interface.h,17
drivers/gpu/drm/vmwgfx/device_include/svga3d_types.h,17
drivers/nvdimm/dax_devs.c,17
drivers/net/ethernet/mellanox/mlx5/core/fpga/sdk.h,17
fs/isofs/namei.c,17
tools/power/cpupower/utils/helpers/cpuid.c,17
arch/um/os-Linux/drivers/ethertap_user.c,17
arch/mips/boot/dts/ralink/rt2880_eval.dts,17
tools/testing/selftests/bpf/progs/getpeername4_prog.c,17
"Documentation/devicetree/bindings/soundwire/qcom,soundwire.yaml",17
tools/testing/selftests/bpf/progs/bpf_iter_task_stack.c,17
arch/x86/um/elfcore.c,17
drivers/thermal/thermal_core.c,17
drivers/clk/mediatek/clk-mt7622-aud.c,17
fs/ext4/xattr_security.c,17
drivers/clk/meson/Makefile,17
arch/arm/boot/dts/nuvoton/nuvoton-npcm730-gsj-gpio.dtsi,17
arch/x86/include/asm/insn-eval.h,17
drivers/net/ethernet/renesas/ravb_ptp.c,17
tools/testing/selftests/bpf/progs/test_log_buf.c,17
drivers/net/ethernet/intel/ice/ice_xsk.c,17
drivers/thermal/thermal_debugfs.h,17
arch/sparc/include/asm/winmacro.h,17
"Documentation/devicetree/bindings/clock/qcom,gcc-ipq4019.yaml",17
drivers/net/vxlan/vxlan_mdb.c,17
drivers/gpu/drm/exynos/regs-gsc.h,17
arch/arm/mach-omap2/omap_hwmod_3xxx_data.c,17
tools/testing/selftests/safesetid/safesetid-test.c,17
"Documentation/devicetree/bindings/phy/mediatek,hdmi-phy.yaml",17
drivers/net/ethernet/qlogic/qed/qed_ll2.c,17
sound/soc/tegra/tegra20_ac97.h,17
net/sched/act_pedit.c,17
virt/kvm/eventfd.c,17
net/wireless/chan.c,17
kernel/events/callchain.c,17
drivers/media/dvb-frontends/mxl5xx.h,17
sound/i2c/other/pt2258.c,17
lib/zstd/decompress/zstd_ddict.c,17
kernel/time/namespace.c,17
Documentation/ABI/testing/sysfs-platform-brcmstb-gisb-arb,17
drivers/phy/phy-airoha-pcie.c,17
arch/mips/Kbuild,17
drivers/gpu/drm/i915/display/intel_pch_refclk.h,17
arch/arm/boot/dts/samsung/exynos5260.dtsi,17
drivers/net/wireless/ath/ath11k/debugfs.h,17
drivers/comedi/drivers/jr3_pci.c,17
Documentation/arch/arm/stm32/stm32h750-overview.rst,17
arch/hexagon/include/asm/cmpxchg.h,17
fs/ext4/mballoc-test.c,17
Documentation/ABI/testing/sysfs-firmware-lefi-boardinfo,17
include/linux/serial_core.h,17
drivers/input/misc/palmas-pwrbutton.c,17
Documentation/userspace-api/media/v4l/compat.rst,17
Documentation/process/maintainer-kvm-x86.rst,17
drivers/acpi/acpica/utdecode.c,17
include/media/drv-intf/saa7146.h,17
drivers/mtd/nand/raw/omap_elm.c,17
drivers/firmware/efi/efibc.c,17
"Documentation/devicetree/bindings/clock/microchip,sparx5-dpll.yaml",17
drivers/infiniband/sw/rxe/rxe_icrc.c,17
tools/testing/selftests/proc/proc-self-map-files-001.c,17
"Documentation/devicetree/bindings/iio/humidity/st,hts221.yaml",17
arch/sparc/include/asm/compat.h,17
arch/arm64/boot/dts/renesas/r8a779h0.dtsi,17
drivers/pinctrl/sunxi/Kconfig,17
tools/testing/selftests/bpf/progs/verifier_helper_access_var_len.c,17
drivers/gpu/drm/nouveau/include/nvrm/535.113.01/nvidia/generated/g_rpc-structures.h,17
drivers/pinctrl/sunxi/pinctrl-sun8i-a23-r.c,17
Documentation/ABI/testing/sysfs-bus-coresight-devices-trbe,17
arch/mips/include/asm/mach-loongson2ef/cs5536/cs5536_mfgpt.h,17
Documentation/filesystems/journalling.rst,17
arch/x86/kernel/apic/apic_numachip.c,17
arch/arm64/boot/dts/rockchip/rk3368-evb.dtsi,17
drivers/staging/most/Makefile,17
io_uring/advise.c,17
drivers/remoteproc/qcom_common.c,17
arch/arm64/boot/dts/allwinner/sun50i-a100.dtsi,17
tools/lib/bpf/Build,17
drivers/staging/sm750fb/sm750_cursor.c,17
Documentation/ABI/testing/sysfs-bus-coresight-devices-etm3x,17
drivers/acpi/acpica/dsfield.c,17
arch/arm/mm/cache-v4.S,17
arch/s390/include/asm/ftrace.h,17
"Documentation/devicetree/bindings/rtc/nxp,pcf8563.yaml",17
include/uapi/linux/can/vxcan.h,17
drivers/input/touchscreen/mk712.c,17
drivers/hid/hid-penmount.c,17
arch/x86/include/asm/page_types.h,17
drivers/net/mdio/Makefile,17
drivers/soc/bcm/brcmstb/biuctrl.c,17
arch/x86/lib/atomic64_386_32.S,17
drivers/net/wireless/realtek/rtw89/rtw8922a.h,17
drivers/infiniband/ulp/opa_vnic/Makefile,17
tools/memory-model/Documentation/litmus-tests.txt,17
drivers/input/tests/Makefile,17
drivers/gpu/drm/imagination/pvr_rogue_mips_check.h,17
