entity,n-revs
arch/sh/include/cpu-sh3/cpu/cache.h,17
drivers/net/wireless/rsi/rsi_91x_mgmt.c,17
drivers/iommu/iommu-pages.h,17
drivers/clk/qcom/a7-pll.c,17
drivers/phy/socionext/phy-uniphier-usb3ss.c,17
tools/net/ynl/cli.py,17
fs/proc/vmcore.c,17
include/media/v4l2-event.h,17
drivers/tty/synclink_gt.c,17
arch/arm/boot/dts/nxp/imx/imx6ul-ccimx6ulsbcexpress.dts,17
Documentation/translations/sp_SP/process/email-clients.rst,17
arch/loongarch/include/asm/sparsemem.h,17
Documentation/driver-api/surface_aggregator/internal-api.rst,17
arch/csky/boot/dts/Makefile,17
drivers/irqchip/irq-ath79-misc.c,17
arch/arm64/boot/dts/freescale/imx8mp-dhcom-pdk3.dts,17
drivers/net/ethernet/intel/i40e/i40e_debug.h,17
drivers/mtd/nand/raw/fsmc_nand.c,17
drivers/staging/media/atomisp/pci/ia_css_stream_format.h,17
drivers/gpu/drm/amd/amdgpu/jpeg_v3_0.h,17
drivers/md/dm-cache-background-tracker.c,17
drivers/media/platform/rockchip/rkisp1/Makefile,17
drivers/gpu/drm/amd/amdgpu/gfx_v9_4.h,17
drivers/clk/sunxi/clk-sun8i-mbus.c,17
fs/ntfs3/namei.c,17
drivers/pci/controller/pci-loongson.c,17
net/netlabel/netlabel_calipso.c,17
arch/csky/abiv1/bswapdi.c,17
drivers/crypto/intel/qat/qat_common/adf_telemetry.c,17
"Documentation/devicetree/bindings/dma/nvidia,tegra20-apbdma.txt",17
include/linux/if_fddi.h,17
mm/kasan/kasan_test_c.c,17
arch/mips/boot/dts/xilfpga/Makefile,17
drivers/pnp/pnpbios/bioscalls.c,17
drivers/i2c/busses/i2c-thunderx-pcidrv.c,17
Documentation/admin-guide/device-mapper/index.rst,17
drivers/gpu/drm/logicvc/logicvc_mode.c,17
drivers/media/usb/gspca/sn9c2028.c,17
drivers/media/usb/hackrf/hackrf.c,17
arch/powerpc/boot/devtree.c,17
drivers/iio/gyro/mpu3050-core.c,17
sound/firewire/fireface/ff-pcm.c,17
drivers/media/test-drivers/vivid/vivid-vbi-gen.h,17
arch/arm/mach-omap2/cm-regbits-24xx.h,17
arch/arm/boot/dts/nxp/imx/imx6qp.dtsi,17
Documentation/mm/damon/design.rst,17
drivers/base/firmware_loader/Kconfig,17
drivers/hwmon/ltq-cputemp.c,17
arch/sh/kernel/reboot.c,17
drivers/net/wireless/ath/ath5k/base.h,17
arch/sh/kernel/cpu/sh3/clock-sh7706.c,17
sound/soc/sof/intel/hda-common-ops.c,17
include/net/sctp/auth.h,17
arch/riscv/include/asm/semihost.h,17
arch/hexagon/kernel/Makefile,17
drivers/iio/imu/bno055/bno055_ser_trace.c,17
drivers/gpu/drm/xe/xe_drm_client.c,17
sound/pci/cs46xx/Makefile,17
Documentation/arch/parisc/debugging.rst,17
sound/soc/mediatek/mt8186/mt8186-audsys-clk.c,17
arch/x86/kvm/vmx/vmcs.h,17
drivers/media/platform/mediatek/vcodec/Kconfig,17
Documentation/admin-guide/media/raspberrypi-pisp-be.rst,17
tools/include/uapi/linux/types.h,17
drivers/usb/storage/unusual_realtek.h,17
drivers/spi/spi-ingenic.c,17
arch/riscv/include/asm/tlbbatch.h,17
drivers/mmc/core/slot-gpio.c,17
include/net/amt.h,17
drivers/md/dm-vdo/repair.c,17
drivers/gpu/drm/msm/dsi/phy/dsi_phy_28nm.c,17
drivers/media/pci/mantis/mantis_hif.h,17
drivers/net/ethernet/marvell/octeontx2/af/mbox.c,17
drivers/cpufreq/powernow-k8.c,17
include/kunit/static_stub.h,17
"Documentation/devicetree/bindings/sram/qcom,ocmem.yaml",17
fs/smb/server/server.c,17
drivers/pinctrl/freescale/pinctrl-imx8mm.c,17
drivers/gpu/drm/amd/amdgpu/dce_v11_0.c,17
include/asm-generic/local.h,17
drivers/infiniband/hw/mthca/mthca_doorbell.h,17
drivers/gpu/drm/amd/include/asic_reg/vce/vce_2_0_sh_mask.h,17
arch/powerpc/configs/52xx/tqm5200_defconfig,17
drivers/soc/qcom/pdr_interface.c,17
arch/arm/boot/dts/allwinner/sun7i-a20-olimex-som204-evb.dts,17
tools/perf/pmu-events/arch/x86/amdzen1/recommended.json,17
include/linux/mtd/lpc32xx_mlc.h,17
tools/testing/selftests/drivers/net/netdevsim/devlink_trap.sh,17
drivers/dma/xilinx/xdma-regs.h,17
drivers/gpu/drm/nouveau/nvkm/subdev/devinit/r535.c,17
drivers/gpu/drm/amd/display/dc/optc/dcn35/dcn35_optc.c,17
drivers/gpu/drm/radeon/sislands_smc.h,17
arch/csky/include/asm/futex.h,17
arch/sh/configs/apsh4a3a_defconfig,17
drivers/gpu/drm/nouveau/nvkm/engine/ce/ga102.c,17
drivers/staging/rtl8723bs/include/rtw_pwrctrl.h,17
arch/mips/include/asm/kexec.h,17
arch/powerpc/boot/dts/fsl/p3041si-post.dtsi,17
"Documentation/devicetree/bindings/phy/samsung,exynos5250-sata-phy.yaml",17
fs/notify/inotify/inotify.h,17
lib/ref_tracker.c,17
drivers/net/wireless/realtek/rtlwifi/rtl8192se/trx.c,17
include/dt-bindings/power/imx8mq-power.h,17
fs/afs/protocol_yfs.h,17
Documentation/driver-api/media/cec-core.rst,17
drivers/gpu/host1x/hw/debug_hw_1x01.c,17
arch/arm64/boot/dts/rockchip/rk3399-gru-chromebook.dtsi,17
drivers/gpu/drm/amd/include/atomfirmware.h,17
tools/testing/selftests/powerpc/dexcr/dexcr.c,17
drivers/misc/genwqe/Makefile,17
include/linux/via-core.h,17
sound/pci/ctxfi/ctatc.h,17
arch/arm/mach-rockchip/platsmp.c,17
drivers/acpi/acpica/uttrack.c,17
drivers/atm/idt77105.c,17
drivers/scsi/a4000t.c,17
drivers/media/pci/cx23885/cx23885-f300.c,17
LICENSES/dual/copyleft-next-0.3.1,17
drivers/net/ethernet/sunplus/spl2sw_mac.c,17
drivers/accessibility/speakup/speakup_keypc.c,17
drivers/gpu/drm/amd/amdgpu/amdgpu_drv.h,17
drivers/scsi/ses.c,17
arch/parisc/kernel/vdso64/vdso64.lds.S,17
drivers/net/ethernet/chelsio/cxgb4/cxgb4_tc_u32_parse.h,17
drivers/bcma/driver_chipcommon_nflash.c,17
arch/alpha/include/asm/atomic.h,17
drivers/clk/spear/clk-gpt-synth.c,17
arch/arm/mach-ux500/platsmp.c,17
drivers/usb/usbip/stub_main.c,17
drivers/target/iscsi/iscsi_target_erl0.h,17
drivers/dma/bestcomm/bestcomm.c,17
drivers/pinctrl/mediatek/pinctrl-mtk-mt6765.h,17
fs/xfs/xfs_iwalk.h,17
arch/m68k/math-emu/fp_arith.c,17
drivers/hwmon/pmbus/tps40422.c,17
lib/sbitmap.c,17
drivers/input/mouse/alps.c,17
Documentation/devicetree/bindings/mips/loongson/rs780e-acpi.yaml,17
sound/isa/azt2320.c,17
drivers/platform/surface/aggregator/ssh_request_layer.h,17
drivers/char/tlclk.c,17
drivers/crypto/amcc/crypto4xx_core.h,17
drivers/net/ethernet/hisilicon/hns3/hns3vf/hclgevf_devlink.c,17
Documentation/devicetree/bindings/arm/marvell/cp110-system-controller.txt,17
drivers/message/fusion/mptspi.c,17
"Documentation/devicetree/bindings/sound/nvidia,tegra-audio-alc5632.yaml",17
tools/net/sunrpc/xdrgen/templates/C/struct/encoder/basic.j2,17
drivers/clk/mediatek/clk-mt8183-ipu1.c,17
drivers/gpu/drm/amd/amdgpu/gfx_v11_0_3.c,17
include/soc/fsl/cpm.h,17
drivers/virt/nitro_enclaves/ne_misc_dev_test.c,17
fs/nls/nls_cp869.c,17
include/trace/events/wbt.h,17
tools/testing/selftests/powerpc/pmu/sampling_tests/mmcra_thresh_marked_sample_test.c,17
tools/testing/selftests/rcutorture/configs/rcuscale/TRACE01,17
drivers/md/dm-zero.c,17
arch/um/os-Linux/tty.c,17
arch/m68k/include/uapi/asm/sigcontext.h,17
drivers/net/wireless/realtek/rtw88/pci.c,17
drivers/power/supply/Kconfig,17
drivers/net/ethernet/sfc/falcon/Kconfig,17
scripts/coccinelle/misc/warn.cocci,17
sound/soc/codecs/cs35l56-i2c.c,17
include/linux/mfd/max77693-common.h,17
include/media/dvb_ca_en50221.h,17
arch/arm/boot/dts/broadcom/bcm4708-asus-rt-ac68u.dts,17
drivers/firmware/ti_sci.c,17
drivers/interconnect/qcom/sm8550.h,17
arch/powerpc/boot/dts/mgcoge.dts,17
drivers/spi/spi-cadence.c,17
drivers/tty/hvc/hvc_irq.c,17
Documentation/features/vm/TLB/arch-support.txt,17
drivers/net/wireless/realtek/rtw89/reg.h,17
drivers/media/dvb-frontends/lgs8gl5.h,17
include/dt-bindings/clock/r8a77970-cpg-mssr.h,17
arch/x86/include/asm/memtype.h,17
drivers/infiniband/ulp/iser/Kconfig,17
drivers/mtd/ubi/wl.c,17
drivers/mtd/chips/Kconfig,17
drivers/gpu/drm/amd/display/dc/clk_mgr/dcn314/dcn314_smu.h,17
drivers/platform/x86/hp/hp-bioscfg/string-attributes.c,17
arch/arm/boot/dts/qcom/qcom-msm8226-microsoft-dempsey.dts,17
drivers/media/i2c/ov5645.c,17
arch/powerpc/mm/ptdump/Makefile,17
drivers/net/mdio/mdio-hisi-femac.c,17
fs/bcachefs/bkey_buf.h,17
Documentation/devicetree/bindings/goldfish/pipe.txt,17
drivers/usb/dwc2/hcd.h,17
arch/arm/mach-orion5x/tsx09-common.h,17
drivers/nvme/target/loop.c,17
drivers/gpu/drm/amd/display/dc/hwss/dcn30/dcn30_init.c,17
"Documentation/devicetree/bindings/interrupt-controller/rda,8810pl-intc.yaml",17
drivers/clk/sophgo/clk-cv18xx-ip.c,17
arch/mips/cavium-octeon/executive/Makefile,17
drivers/gpu/drm/msm/disp/mdp4/mdp4_plane.c,17
include/linux/sunrpc/auth.h,17
drivers/clk/meson/meson-eeclk.h,17
drivers/gpu/drm/nouveau/include/nvkm/subdev/clk.h,17
crypto/polyval-generic.c,17
drivers/net/ethernet/mellanox/mlx5/core/esw/acl/ofld.h,17
drivers/tty/serial/max3100.c,17
include/trace/events/clk.h,17
net/netfilter/ipset/ip_set_hash_netport.c,17
scripts/kconfig/tests/choice_randomize/__init__.py,17
arch/m68k/include/asm/processor.h,17
tools/testing/selftests/bpf/prog_tests/recursive_attach.c,17
"Documentation/devicetree/bindings/usb/brcm,usb-pinmap.yaml",17
tools/virtio/linux/export.h,17
drivers/net/ethernet/microchip/lan966x/lan966x_switchdev.c,17
net/netfilter/ipset/ip_set_bitmap_ip.c,17
Documentation/security/tpm/tpm-security.rst,17
drivers/gpu/drm/amd/display/include/signal_types.h,17
sound/pci/echoaudio/gina20.c,17
fs/nfsd/netlink.h,17
fs/smb/client/inode.c,17
drivers/misc/lkdtm/heap.c,17
Documentation/admin-guide/media/ivtv.rst,17
arch/x86/include/asm/coco.h,17
arch/arm/boot/dts/samsung/exynos4-cpu-thermal.dtsi,17
include/trace/events/mmap.h,17
drivers/thermal/intel/intel_pch_thermal.c,17
arch/sh/kernel/perf_callchain.c,17
net/ipv4/tcp_cubic.c,17
drivers/gpu/drm/amd/include/asic_reg/bif/bif_5_0_sh_mask.h,17
drivers/scsi/lpfc/lpfc_hbadisc.c,17
drivers/misc/mei/hdcp/Makefile,17
net/dsa/tag_rtl8_4.c,17
arch/arm/mach-s3c/pm-common.c,17
drivers/net/arcnet/rfc1201.c,17
net/ipv4/devinet.c,17
arch/um/include/asm/syscall-generic.h,17
arch/s390/include/asm/clp.h,17
"Documentation/devicetree/bindings/display/mediatek/mediatek,dsc.yaml",17
arch/arm/boot/dts/st/stm32f429.dtsi,17
drivers/acpi/fan_attr.c,17
drivers/net/wireless/realtek/rtlwifi/rtl8723ae/table.c,17
arch/csky/kernel/irq.c,17
fs/9p/acl.c,17
arch/arm64/boot/dts/amlogic/amlogic-c3.dtsi,17
tools/power/cpupower/bench/main.c,17
tools/testing/selftests/powerpc/dscr/dscr_user_test.c,17
include/drm/intel/i915_hdcp_interface.h,17
arch/m68k/fpsp040/sto_res.S,17
drivers/hid/hid-cherry.c,17
crypto/rsa-pkcs1pad.c,17
rust/kernel/init/__internal.rs,17
drivers/usb/gadget/function/f_ecm.c,17
Documentation/driver-api/media/drivers/cx2341x-devel.rst,17
drivers/usb/renesas_usbhs/rza2.c,17
rust/kernel/init.rs,17
Documentation/hwmon/mp2891.rst,17
arch/arm64/boot/dts/qcom/msm8992-msft-lumia-octagon-talkman.dts,17
drivers/staging/iio/addac/adt7316.h,17
drivers/gpu/drm/amd/display/dc/link/protocols/link_edp_panel_control.h,17
drivers/char/ipmi/ipmi_devintf.c,17
sound/soc/meson/axg-spdifout.c,17
include/linux/fiemap.h,17
drivers/net/ethernet/qlogic/qed/qed_cxt.h,17
drivers/media/platform/sunxi/sun8i-a83t-mipi-csi2/sun8i_a83t_mipi_csi2.h,17
drivers/net/wireless/intersil/p54/p54pci.h,17
tools/perf/pmu-events/arch/arm64/arm/cortex-a75/pipeline.json,17
drivers/usb/gadget/Kconfig,17
include/uapi/linux/wwan.h,17
drivers/media/usb/airspy/Makefile,17
include/linux/spi/sh_hspi.h,17
drivers/xen/time.c,17
drivers/net/can/spi/Makefile,17
arch/arm/boot/dts/allwinner/sun7i-a20-lamobo-r1.dts,17
include/dt-bindings/thermal/tegra124-soctherm.h,17
drivers/accel/habanalabs/include/gaudi2/asic_reg/dcore0_tpc0_cfg_kernel_regs.h,17
drivers/media/platform/renesas/rcar-isp.c,17
drivers/infiniband/hw/ocrdma/ocrdma_main.c,17
tools/build/feature/test-libunwind-debug-frame.c,17
arch/x86/include/asm/tdx.h,17
drivers/dca/Makefile,17
drivers/gpu/drm/etnaviv/cmdstream.xml.h,17
fs/xfs/xfs_discard.c,17
drivers/net/ethernet/chelsio/inline_crypto/ch_ktls/chcr_ktls.c,17
Documentation/devicetree/bindings/display/panel/panel-simple-dsi.yaml,17
arch/arm/boot/dts/st/stm32h7-pinctrl.dtsi,17
drivers/media/usb/pvrusb2/pvrusb2-cs53l32a.c,17
arch/sh/include/asm/processor.h,17
fs/isofs/Makefile,17
drivers/thunderbolt/lc.c,17
arch/arm64/boot/dts/freescale/imx8mm-venice-gw73xx-0x-imx219.dtso,17
arch/arm/boot/dts/marvell/mvebu-linkstation-gpio-simple.dtsi,17
arch/arm64/boot/dts/mediatek/mt8167.dtsi,17
include/linux/phy/phy.h,17
include/dt-bindings/gce/mt8186-gce.h,17
drivers/dma/idma64.h,17
drivers/misc/altera-stapl/altera-exprt.h,17
drivers/net/wireless/mediatek/mt76/mt7603/debugfs.c,17
tools/perf/pmu-events/arch/x86/skylakex/uncore-memory.json,17
tools/testing/selftests/bpf/progs/user_ringbuf_success.c,17
drivers/gpu/drm/drm_client.c,17
drivers/platform/x86/msi-ec.h,17
arch/arm64/boot/dts/freescale/imx8mp-venice-gw75xx.dtsi,17
virt/kvm/vfio.c,17
drivers/net/xen-netback/common.h,17
include/linux/apm_bios.h,17
Documentation/ABI/testing/sysfs-fs-xfs,17
arch/arm/boot/dts/nxp/vf/vf610-zii-dev-rev-b.dts,17
tools/perf/scripts/python/parallel-perf.py,17
include/linux/mlx5/mlx5_ifc_fpga.h,17
drivers/net/ethernet/microsoft/Kconfig,17
Documentation/mm/allocation-profiling.rst,17
tools/net/sunrpc/xdrgen/templates/C/pointer/definition/optional_data.j2,17
lib/zlib_inflate/inffast.c,17
arch/alpha/include/uapi/asm/ptrace.h,17
tools/perf/arch/arm/util/perf_regs.c,17
Documentation/admin-guide/device-mapper/dm-integrity.rst,17
arch/x86/crypto/aes-xts-avx-x86_64.S,17
drivers/gpio/gpio-idio-16.h,17
drivers/soc/samsung/exynos5420-pmu.c,17
"include/dt-bindings/soc/ti,sci_pm_domain.h",17
drivers/gpu/drm/gma500/psb_intel_display.c,17
"include/dt-bindings/clock/qcom,x1e80100-gpucc.h",17
"Documentation/devicetree/bindings/pci/fsl,imx6q-pcie-common.yaml",17
drivers/net/ethernet/chelsio/cxgb4/cxgb4_tc_flower.c,17
kernel/bpf/cgroup_iter.c,17
arch/x86/crypto/blowfish-x86_64-asm_64.S,17
arch/x86/include/asm/numa.h,17
sound/soc/au1x/dbdma2.c,17
"Documentation/devicetree/bindings/mfd/cirrus,madera.yaml",17
arch/powerpc/perf/hv-24x7.c,17
drivers/net/wireless/broadcom/brcm80211/brcmsmac/main.c,17
arch/mips/include/asm/octeon/cvmx-fpa-defs.h,17
Documentation/devicetree/bindings/arm/marvell/armada-370-xp.txt,17
drivers/i2c/busses/i2c-imx-lpi2c.c,17
arch/arm/boot/dts/renesas/r8a7742-iwg21d-q7-dbcm-ca.dts,17
Documentation/networking/netdevices.rst,17
drivers/input/mouse/hgpk.c,17
scripts/extract_xc3028.pl,17
arch/arm/boot/dts/nxp/imx/imx6q-gw5904.dts,17
arch/arm64/kvm/hyp/include/nvhe/memory.h,17
arch/arm64/xen/hypercall.S,17
"Documentation/devicetree/bindings/usb/intel,keembay-dwc3.yaml",17
arch/riscv/kernel/vdso/.gitignore,17
drivers/clk/spear/clk-vco-pll.c,17
drivers/net/wireless/broadcom/b43/tables_nphy.c,17
Documentation/scheduler/sched-capacity.rst,17
arch/arm64/boot/dts/ti/k3-j721s2-thermal.dtsi,17
drivers/media/platform/ti/cal/Makefile,17
fs/bcachefs/sb-errors.h,17
drivers/firewire/core-cdev.c,17
drivers/gpu/drm/radeon/btc_dpm.c,17
drivers/infiniband/hw/hns/hns_roce_main.c,17
fs/btrfs/messages.c,17
"Documentation/devicetree/bindings/clock/mediatek,mt7621-sysc.yaml",17
drivers/gpu/drm/amd/pm/powerplay/inc/pp_endian.h,17
samples/timers/.gitignore,17
arch/openrisc/include/uapi/asm/Kbuild,17
sound/soc/codecs/cs42l83-i2c.c,17
include/linux/iio/frequency/ad9523.h,17
drivers/platform/x86/intel/pmc/core.h,17
"Documentation/devicetree/bindings/arm/tegra/nvidia,tegra-ccplex-cluster.yaml",17
drivers/media/usb/pvrusb2/pvrusb2-encoder.c,17
net/caif/caif_socket.c,17
drivers/pci/remove.c,17
arch/arm64/boot/dts/freescale/imx93.dtsi,17
"Documentation/devicetree/bindings/pwm/sunplus,sp7021-pwm.yaml",17
include/trace/events/thp.h,17
tools/build/feature/.gitignore,17
net/xdp/xsk_queue.c,17
drivers/staging/media/atomisp/pci/isp/kernels/macc/macc_1.0/ia_css_macc_table.host.c,17
drivers/ras/amd/atl/umc.c,17
arch/arm64/boot/dts/ti/k3-am62x-sk-csi2-ov5640.dtso,17
Documentation/conf.py,17
include/linux/fixp-arith.h,17
arch/arm/boot/dts/nxp/imx/imx6q-phytec-mira-rdk-nand.dts,17
include/uapi/linux/stddef.h,17
drivers/platform/x86/amilo-rfkill.c,17
arch/arm64/boot/dts/ti/k3-j7200.dtsi,17
drivers/media/platform/verisilicon/hantro_g1_mpeg2_dec.c,17
drivers/crypto/ccp/psp-dev.c,17
fs/xfs/xfs_sysfs.h,17
drivers/pinctrl/freescale/pinctrl-imx6sl.c,17
drivers/gpu/drm/amd/pm/powerplay/smumgr/smu10_smumgr.c,17
drivers/comedi/drivers/ni_usb6501.c,17
drivers/pwm/pwm-raspberrypi-poe.c,17
drivers/staging/vc04_services/bcm2835-audio/vc_vchi_audioserv_defs.h,17
drivers/gpu/drm/xe/xe_dma_buf.h,17
drivers/hid/amd-sfh-hid/amd_sfh_hid.c,17
drivers/infiniband/hw/Makefile,17
drivers/i2c/busses/i2c-isch.c,17
tools/testing/selftests/bpf/progs/test_trampoline_count.c,17
scripts/coccinelle/api/memdup.cocci,17
drivers/leds/leds-lp8788.c,17
drivers/gpu/drm/tegra/nvdec.c,17
drivers/pinctrl/pinconf.h,17
drivers/net/wireless/intel/iwlwifi/fw/init.c,17
drivers/cxl/cxl.h,17
drivers/gpu/drm/amd/display/dc/dml/dcn21/display_rq_dlg_calc_21.h,17
tools/arch/x86/include/asm/disabled-features.h,17
sound/pci/ctxfi/ctamixer.h,17
drivers/net/dsa/vitesse-vsc73xx-spi.c,17
drivers/gpu/drm/amd/display/dc/inc/hw/optc.h,17
drivers/net/ethernet/freescale/fsl_pq_mdio.c,17
"Documentation/devicetree/bindings/remoteproc/qcom,smd-edge.yaml",17
fs/debugfs/Makefile,17
tools/perf/pmu-events/arch/x86/goldmont/counter.json,17
Documentation/filesystems/dax.rst,17
drivers/infiniband/hw/qib/Makefile,17
arch/csky/kernel/probes/simulate-insn.c,17
drivers/target/iscsi/Kconfig,17
drivers/usb/phy/of.c,17
arch/openrisc/include/asm/bitops/__fls.h,17
arch/sh/boards/Makefile,17
drivers/staging/media/sunxi/sun6i-isp/TODO.txt,17
drivers/gpu/drm/amd/amdgpu/nbio_v7_9.c,17
"Documentation/devicetree/bindings/leds/awinic,aw200xx.yaml",17
drivers/gpu/drm/amd/pm/powerplay/hwmgr/pppcielanes.c,17
tools/net/sunrpc/xdrgen/templates/C/union/decoder/basic.j2,17
tools/testing/selftests/prctl/disable-tsc-on-off-stress-test.c,17
include/linux/module.h,17
arch/x86/tools/relocs_64.c,17
security/selinux/include/netif.h,17
net/unix/Kconfig,17
drivers/gpu/drm/amd/include/asic_reg/oss/oss_3_0_sh_mask.h,17
drivers/net/ethernet/sfc/efx_common.c,17
drivers/md/dm-vdo/indexer/funnel-requestqueue.h,17
security/apparmor/Makefile,17
tools/testing/selftests/ftrace/test.d/trigger/inter-event/trigger-field-variable-support.tc,17
fs/ocfs2/Makefile,17
Documentation/virt/kvm/devices/README,17
arch/arm64/boot/dts/mediatek/mt8186-corsola-tentacruel-sku262144.dts,17
drivers/leds/leds-lp5562.c,17
drivers/gpu/drm/i915/vlv_sideband.h,17
fs/bad_inode.c,17
Documentation/gpu/amdgpu/dgpu-asic-info-table.csv,17
arch/arm/boot/dts/nxp/lpc/lpc4357-ea4357-devkit.dts,17
arch/arm64/kvm/hyp/nvhe/ffa.c,17
arch/arm/mach-pxa/Makefile,17
tools/testing/selftests/powerpc/nx-gzip/gzfht_test.c,17
drivers/hid/hid-roccat-lua.c,17
"Documentation/devicetree/bindings/clock/mediatek,mt7988-ethwarp.yaml",17
drivers/media/platform/amphion/vpu.h,17
fs/cramfs/inode.c,17
Documentation/translations/sp_SP/process/submit-checklist.rst,17
drivers/memstick/host/r592.c,17
drivers/mfd/88pm860x-core.c,17
arch/sh/include/mach-dreamcast/mach/sysasic.h,17
drivers/gpu/drm/xe/xe_device_sysfs.c,17
drivers/gpu/drm/i915/i915_active.c,17
arch/arm64/boot/dts/freescale/imx8mm-venice-gw72xx-0x-rpidsi.dtso,17
"Documentation/devicetree/bindings/mtd/partitions/linksys,ns-partitions.yaml",17
drivers/net/ethernet/cisco/Kconfig,17
include/net/9p/transport.h,17
drivers/net/ethernet/intel/ice/ice_fltr.c,17
tools/testing/selftests/bpf/prog_tests/preempt_lock.c,17
drivers/extcon/extcon-intel-mrfld.c,17
drivers/net/wireless/realtek/rtlwifi/rtl8723be/rf.h,17
"Documentation/devicetree/bindings/media/i2c/galaxycore,gc05a2.yaml",17
drivers/s390/crypto/zcrypt_cex2a.h,17
drivers/gpu/drm/msm/disp/mdp_format.h,17
sound/synth/Makefile,17
drivers/net/hamradio/6pack.c,17
net/sched/act_mpls.c,17
arch/arm/boot/dts/nxp/imx/imx6qdl-tx6-lcd.dtsi,17
"Documentation/devicetree/bindings/display/allwinner,sun4i-a10-tcon.yaml",17
include/linux/mfd/mt6359/core.h,17
arch/arm/boot/dts/microchip/at91-wb45n.dts,17
drivers/hwmon/spd5118.c,17
tools/testing/selftests/alsa/pcm-test.conf,17
arch/powerpc/lib/quad.S,17
arch/arm64/boot/dts/amlogic/meson-gxbb-vega-s95-telos.dts,17
drivers/media/usb/pvrusb2/pvrusb2-io.h,17
drivers/gpu/drm/amd/include/asic_reg/gc/gc_11_5_0_offset.h,17
drivers/media/usb/dvb-usb-v2/zd1301.c,17
include/linux/usb/phy_companion.h,17
arch/arm/boot/dts/broadcom/bcm4709-buffalo-wxr-1900dhp.dts,17
drivers/char/nwflash.c,17
arch/x86/crypto/ecb_cbc_helpers.h,17
drivers/mmc/host/dw_mmc-exynos.c,17
tools/perf/util/cloexec.c,17
tools/testing/selftests/breakpoints/.gitignore,17
include/uapi/linux/tc_act/tc_connmark.h,17
drivers/input/misc/pcspkr.c,17
drivers/message/fusion/lsi/mpi_cnfg.h,17
drivers/block/drbd/drbd_interval.h,17
drivers/media/platform/qcom/camss/camss.h,17
drivers/gpu/drm/i915/gt/uc/intel_guc_fw.h,17
drivers/thermal/intel/int340x_thermal/processor_thermal_rfim.c,17
drivers/platform/x86/intel/bxtwc_tmu.c,17
arch/arm64/boot/dts/qcom/sdm630-sony-xperia-ganges-kirin.dts,17
Documentation/ABI/testing/debugfs-tpmi,17
drivers/s390/char/tape_std.h,17
tools/testing/selftests/bpf/test_bpftool.sh,17
Documentation/virt/kvm/devices/arm-vgic-its.rst,17
include/trace/events/firewire.h,17
tools/perf/ui/gtk/progress.c,17
drivers/media/pci/cobalt/cobalt-omnitek.c,17
include/trace/events/rpm.h,17
drivers/gpu/drm/lima/lima_devfreq.c,17
mm/percpu-stats.c,17
net/smc/smc_wr.c,17
drivers/base/platform-msi.c,17
arch/powerpc/platforms/cell/spufs/spu_save_crt0.S,17
drivers/scsi/fnic/vnic_rq.c,17
fs/ocfs2/stackglue.c,17
drivers/net/ethernet/mediatek/mtk_wed_wo.h,17
drivers/gpu/drm/amd/include/asic_reg/mmhub/mmhub_9_4_1_default.h,17
drivers/regulator/max8998.c,17
drivers/gpu/drm/radeon/radeon_atpx_handler.c,17
lib/math/prime_numbers.c,17
drivers/gpu/drm/i915/i915_gem_gtt.c,17
drivers/infiniband/core/packer.c,17
lib/kunit/platform.c,17
arch/xtensa/include/uapi/asm/ioctls.h,17
net/ipv4/netfilter/nf_dup_ipv4.c,17
drivers/net/ethernet/apm/xgene-v2/Kconfig,17
net/ipv4/tcp_scalable.c,17
Documentation/iio/iio_dmabuf_api.rst,17
drivers/net/wireless/ti/wlcore/rx.c,17
arch/arm64/boot/dts/rockchip/rk3399-gru-scarlet-inx.dts,17
drivers/iio/potentiometer/mcp4131.c,17
net/sunrpc/backchannel_rqst.c,17
net/core/net_test.c,17
drivers/scsi/arm/msgqueue.h,17
drivers/iio/common/st_sensors/st_sensors_buffer.c,17
arch/arm64/boot/dts/rockchip/rk3568-fastrhino-r66s.dts,17
tools/testing/selftests/bpf/progs/test_xdp_adjust_tail_shrink.c,17
drivers/video/fbdev/sis/Makefile,17
arch/arm/boot/dts/marvell/orion5x-linkstation.dtsi,17
drivers/media/dvb-frontends/au8522_priv.h,17
arch/xtensa/variants/dc233c/include/variant/tie-asm.h,17
net/openvswitch/vport.h,17
arch/arm64/boot/dts/broadcom/bcmbca/bcm96813.dts,17
drivers/accel/habanalabs/include/goya/asic_reg/cpu_ca53_cfg_regs.h,17
drivers/net/wireless/realtek/rtw89/rtw8852a_table.h,17
"Documentation/devicetree/bindings/hwmon/lltc,ltc4151.yaml",17
arch/mips/include/asm/octeon/cvmx-ipd.h,17
tools/testing/selftests/drivers/net/mlxsw/ingress_rif_conf_1d.sh,17
Documentation/arch/powerpc/cpu_families.rst,17
drivers/cpufreq/amd-pstate.h,17
drivers/gpu/drm/i915/intel_memory_region.c,17
drivers/thermal/ti-soc-thermal/omap4xxx-bandgap.h,17
drivers/vfio/mdev/Makefile,17
"Documentation/devicetree/bindings/usb/renesas,usbhs.yaml",17
drivers/mtd/parsers/cmdlinepart.c,17
drivers/net/wireless/broadcom/b43legacy/phy.c,17
include/linux/timerqueue.h,17
Documentation/translations/zh_CN/staging/xz.rst,17
mm/mmu_notifier.c,17
Documentation/admin-guide/media/dvb-drivers.rst,17
drivers/net/usb/r8153_ecm.c,17
